Gene stable ID,Gene stable ID version,Gene name,Human gene stable ID,Human gene name
ENSCGRG00001009713,ENSCGRG00001009713.1,Olfr974,,
ENSCGRG00001009714,ENSCGRG00001009714.1,,,
ENSCGRG00001009715,ENSCGRG00001009715.1,7SK,,
ENSCGRG00001009716,ENSCGRG00001009716.1,,ENSG00000127989,MTERF1
ENSCGRG00001009717,ENSCGRG00001009717.1,,,
ENSCGRG00001009718,ENSCGRG00001009718.1,Magi2,ENSG00000187391,MAGI2
ENSCGRG00001009719,ENSCGRG00001009719.1,,,
ENSCGRG00001009720,ENSCGRG00001009720.1,,,
ENSCGRG00001009721,ENSCGRG00001009721.1,,ENSG00000155621,C9orf85
ENSCGRG00001009722,ENSCGRG00001009722.1,Pced1b,ENSG00000179715,PCED1B
ENSCGRG00001009723,ENSCGRG00001009723.1,Fosb,ENSG00000125740,FOSB
ENSCGRG00001009724,ENSCGRG00001009724.1,U6,ENSG00000199279,RNU6-661P
ENSCGRG00001009725,ENSCGRG00001009725.1,Bmp2k,ENSG00000138756,BMP2K
ENSCGRG00001009726,ENSCGRG00001009726.1,Tgfb3,ENSG00000119699,TGFB3
ENSCGRG00001009727,ENSCGRG00001009727.1,,ENSG00000186723,OR10H1
ENSCGRG00001009727,ENSCGRG00001009727.1,,ENSG00000171942,OR10H2
ENSCGRG00001009727,ENSCGRG00001009727.1,,ENSG00000172519,OR10H5
ENSCGRG00001009728,ENSCGRG00001009728.1,U6,,
ENSCGRG00001009729,ENSCGRG00001009729.1,B3gnt5,ENSG00000176597,B3GNT5
ENSCGRG00001009730,ENSCGRG00001009730.1,,ENSG00000173145,NOC3L
ENSCGRG00001009731,ENSCGRG00001009731.1,,,
ENSCGRG00001009732,ENSCGRG00001009732.1,Sycn,ENSG00000179751,SYCN
ENSCGRG00001009733,ENSCGRG00001009733.1,Prx,ENSG00000105227,PRX
ENSCGRG00001009734,ENSCGRG00001009734.1,,ENSG00000243489,KRTAP10-11
ENSCGRG00001009734,ENSCGRG00001009734.1,,ENSG00000215454,KRTAP10-4
ENSCGRG00001009735,ENSCGRG00001009735.1,Ccdc163,,
ENSCGRG00001009736,ENSCGRG00001009736.1,Lnp1,ENSG00000206535,LNP1
ENSCGRG00001009737,ENSCGRG00001009737.1,,,
ENSCGRG00001009738,ENSCGRG00001009738.1,Vps51,ENSG00000149823,VPS51
ENSCGRG00001009739,ENSCGRG00001009739.1,Ctnnbip1,ENSG00000178585,CTNNBIP1
ENSCGRG00001009740,ENSCGRG00001009740.1,Pole,ENSG00000177084,POLE
ENSCGRG00001009741,ENSCGRG00001009741.1,U6,,
ENSCGRG00001009742,ENSCGRG00001009742.1,4930402F06Rik,,
ENSCGRG00001009743,ENSCGRG00001009743.1,S1pr4,ENSG00000125910,S1PR4
ENSCGRG00001009744,ENSCGRG00001009744.1,,,
ENSCGRG00001009745,ENSCGRG00001009745.1,,,
ENSCGRG00001009746,ENSCGRG00001009746.1,Olfr520,ENSG00000171561,OR2AT4
ENSCGRG00001009747,ENSCGRG00001009747.1,Thap11,ENSG00000168286,THAP11
ENSCGRG00001009748,ENSCGRG00001009748.1,Mcm3,ENSG00000112118,MCM3
ENSCGRG00001009749,ENSCGRG00001009749.1,Stambpl1,ENSG00000138134,STAMBPL1
ENSCGRG00001009750,ENSCGRG00001009750.1,U6,,
ENSCGRG00001009751,ENSCGRG00001009751.1,,ENSG00000180061,TMEM150B
ENSCGRG00001009752,ENSCGRG00001009752.1,,,
ENSCGRG00001009753,ENSCGRG00001009753.1,,ENSG00000225110,PNMA6F
ENSCGRG00001009753,ENSCGRG00001009753.1,,ENSG00000214897,PNMA6E
ENSCGRG00001009754,ENSCGRG00001009754.1,Fam178b,ENSG00000168754,FAM178B
ENSCGRG00001009755,ENSCGRG00001009755.1,,,
ENSCGRG00001009756,ENSCGRG00001009756.1,Gpd1,ENSG00000167588,GPD1
ENSCGRG00001009757,ENSCGRG00001009757.1,U6,,
ENSCGRG00001009758,ENSCGRG00001009758.1,Ccl19,ENSG00000172724,CCL19
ENSCGRG00001009759,ENSCGRG00001009759.1,Agl,ENSG00000162688,AGL
ENSCGRG00001009760,ENSCGRG00001009760.1,,ENSG00000163950,SLBP
ENSCGRG00001009761,ENSCGRG00001009761.1,Flrt2,ENSG00000185070,FLRT2
ENSCGRG00001009762,ENSCGRG00001009762.1,Ints6l,ENSG00000165359,INTS6L
ENSCGRG00001009763,ENSCGRG00001009763.1,Plac1,ENSG00000170965,PLAC1
ENSCGRG00001009764,ENSCGRG00001009764.1,Mrfap1,ENSG00000170846,
ENSCGRG00001009764,ENSCGRG00001009764.1,Mrfap1,ENSG00000179010,MRFAP1
ENSCGRG00001009764,ENSCGRG00001009764.1,Mrfap1,ENSG00000178988,MRFAP1L1
ENSCGRG00001009765,ENSCGRG00001009765.1,Abraxas1,ENSG00000163322,ABRAXAS1
ENSCGRG00001009766,ENSCGRG00001009766.1,Egln1,ENSG00000135766,EGLN1
ENSCGRG00001009767,ENSCGRG00001009767.1,Sptssa,ENSG00000165389,SPTSSA
ENSCGRG00001009768,ENSCGRG00001009768.1,Garin1b,ENSG00000135248,GARIN1B
ENSCGRG00001009769,ENSCGRG00001009769.1,Wfdc13,ENSG00000168634,WFDC13
ENSCGRG00001009770,ENSCGRG00001009770.1,Psmb1,ENSG00000008018,PSMB1
ENSCGRG00001009771,ENSCGRG00001009771.1,U6,,
ENSCGRG00001009772,ENSCGRG00001009772.1,Ahnak,ENSG00000124942,AHNAK
ENSCGRG00001009773,ENSCGRG00001009773.1,Pak5,ENSG00000101349,PAK5
ENSCGRG00001009774,ENSCGRG00001009774.1,Pheta2,ENSG00000177096,PHETA2
ENSCGRG00001009775,ENSCGRG00001009775.1,Ddx42,ENSG00000198231,DDX42
ENSCGRG00001009776,ENSCGRG00001009776.1,Kif1a,ENSG00000130294,KIF1A
ENSCGRG00001009777,ENSCGRG00001009777.1,Zfp518a,ENSG00000177853,ZNF518A
ENSCGRG00001009778,ENSCGRG00001009778.1,Trp63,ENSG00000073282,TP63
ENSCGRG00001009779,ENSCGRG00001009779.1,Xrcc1,ENSG00000073050,XRCC1
ENSCGRG00001009780,ENSCGRG00001009780.1,Grpel1,ENSG00000109519,GRPEL1
ENSCGRG00001009781,ENSCGRG00001009781.1,,ENSG00000213638,ADAT3
ENSCGRG00001009782,ENSCGRG00001009782.1,,,
ENSCGRG00001009783,ENSCGRG00001009783.1,U6,ENSG00000207456,RNU6-997P
ENSCGRG00001009784,ENSCGRG00001009784.1,,ENSG00000160505,NLRP4
ENSCGRG00001009785,ENSCGRG00001009785.1,,ENSG00000099338,CATSPERG
ENSCGRG00001009786,ENSCGRG00001009786.1,Zcchc13,ENSG00000187969,ZCCHC13
ENSCGRG00001009787,ENSCGRG00001009787.1,Fam20c,ENSG00000177706,FAM20C
ENSCGRG00001009788,ENSCGRG00001009788.1,Heatr5b,ENSG00000008869,HEATR5B
ENSCGRG00001009789,ENSCGRG00001009789.1,Tfcp2l1,ENSG00000115112,TFCP2L1
ENSCGRG00001009790,ENSCGRG00001009790.1,,ENSG00000197617,VN1R5
ENSCGRG00001009791,ENSCGRG00001009791.1,Rhou,ENSG00000116574,RHOU
ENSCGRG00001009792,ENSCGRG00001009792.1,,,
ENSCGRG00001009793,ENSCGRG00001009793.1,U6,,
ENSCGRG00001009794,ENSCGRG00001009794.1,Mxi1,ENSG00000119950,MXI1
ENSCGRG00001009795,ENSCGRG00001009795.1,Letmd1,ENSG00000050426,LETMD1
ENSCGRG00001009796,ENSCGRG00001009796.1,,,
ENSCGRG00001009797,ENSCGRG00001009797.1,,,
ENSCGRG00001009798,ENSCGRG00001009798.1,Ergic3,ENSG00000125991,ERGIC3
ENSCGRG00001009799,ENSCGRG00001009799.1,Mmgt2,,
ENSCGRG00001009800,ENSCGRG00001009800.1,U6,ENSG00000206644,RNU6-1279P
ENSCGRG00001009801,ENSCGRG00001009801.1,Lypd6,ENSG00000187123,LYPD6
ENSCGRG00001009802,ENSCGRG00001009802.1,Fzd8,ENSG00000177283,FZD8
ENSCGRG00001009803,ENSCGRG00001009803.1,Syvn1,ENSG00000162298,SYVN1
ENSCGRG00001009804,ENSCGRG00001009804.1,,,
ENSCGRG00001009805,ENSCGRG00001009805.1,G6PDH,ENSG00000160211,G6PD
ENSCGRG00001009806,ENSCGRG00001009806.1,Nolc1,ENSG00000166197,NOLC1
ENSCGRG00001009807,ENSCGRG00001009807.1,Dnajc28,ENSG00000177692,DNAJC28
ENSCGRG00001009808,ENSCGRG00001009808.1,U6,,
ENSCGRG00001009809,ENSCGRG00001009809.1,Luc7l3,ENSG00000108848,LUC7L3
ENSCGRG00001009810,ENSCGRG00001009810.1,Spint1,ENSG00000166145,SPINT1
ENSCGRG00001009811,ENSCGRG00001009811.1,Thoc2l,ENSG00000125676,THOC2
ENSCGRG00001009812,ENSCGRG00001009812.1,Scyl3,ENSG00000000457,SCYL3
ENSCGRG00001009813,ENSCGRG00001009813.1,Gpr141b,,
ENSCGRG00001009814,ENSCGRG00001009814.1,Dennd2c,ENSG00000175984,DENND2C
ENSCGRG00001009815,ENSCGRG00001009815.1,Alkbh1,ENSG00000100601,ALKBH1
ENSCGRG00001009816,ENSCGRG00001009816.1,Adpgk,ENSG00000159322,ADPGK
ENSCGRG00001009817,ENSCGRG00001009817.1,Tmem65,ENSG00000164983,TMEM65
ENSCGRG00001009818,ENSCGRG00001009818.1,,,
ENSCGRG00001009819,ENSCGRG00001009819.1,U6,ENSG00000252475,RNU6-1332P
ENSCGRG00001009819,ENSCGRG00001009819.1,U6,ENSG00000200102,RNU6-252P
ENSCGRG00001009819,ENSCGRG00001009819.1,U6,ENSG00000207248,RNU6-1005P
ENSCGRG00001009819,ENSCGRG00001009819.1,U6,ENSG00000206832,RNU6V
ENSCGRG00001009819,ENSCGRG00001009819.1,U6,ENSG00000252117,RNU6-1108P
ENSCGRG00001009819,ENSCGRG00001009819.1,U6,ENSG00000200681,RNU6-263P
ENSCGRG00001009820,ENSCGRG00001009820.1,Olfr1414,ENSG00000182083,OR6B2
ENSCGRG00001009820,ENSCGRG00001009820.1,Olfr1414,ENSG00000178586,OR6B3
ENSCGRG00001009821,ENSCGRG00001009821.1,,ENSG00000100450,GZMH
ENSCGRG00001009822,ENSCGRG00001009822.1,Rapgefl1,ENSG00000108352,RAPGEFL1
ENSCGRG00001009823,ENSCGRG00001009823.1,Asb9,ENSG00000102048,ASB9
ENSCGRG00001009824,ENSCGRG00001009824.1,,ENSG00000196290,NIF3L1
ENSCGRG00001009825,ENSCGRG00001009825.1,,ENSG00000106803,SEC61B
ENSCGRG00001009826,ENSCGRG00001009826.1,,ENSG00000185842,DNAH14
ENSCGRG00001009827,ENSCGRG00001009827.1,Kcng1,ENSG00000026559,KCNG1
ENSCGRG00001009828,ENSCGRG00001009828.1,Tceal5,ENSG00000204065,TCEAL5
ENSCGRG00001009828,ENSCGRG00001009828.1,Tceal5,ENSG00000204071,TCEAL6
ENSCGRG00001009828,ENSCGRG00001009828.1,Tceal5,ENSG00000196507,TCEAL3
ENSCGRG00001009829,ENSCGRG00001009829.1,U6,ENSG00000206600,RNU6-25P
ENSCGRG00001009830,ENSCGRG00001009830.1,Usp51,ENSG00000247746,USP51
ENSCGRG00001009831,ENSCGRG00001009831.1,Spats2,ENSG00000123352,SPATS2
ENSCGRG00001009832,ENSCGRG00001009832.1,,ENSG00000213439,OR5AC1
ENSCGRG00001009833,ENSCGRG00001009833.1,,,
ENSCGRG00001009834,ENSCGRG00001009834.1,Gm9918,ENSG00000283536,
ENSCGRG00001009835,ENSCGRG00001009835.1,Shld2,ENSG00000122376,SHLD2
ENSCGRG00001009836,ENSCGRG00001009836.1,Fam189b,ENSG00000160767,FAM189B
ENSCGRG00001009837,ENSCGRG00001009837.1,Zfyve21,ENSG00000100711,ZFYVE21
ENSCGRG00001009838,ENSCGRG00001009838.1,U6,ENSG00000206681,RNU6-730P
ENSCGRG00001009839,ENSCGRG00001009839.1,Rpusd2,ENSG00000166133,RPUSD2
ENSCGRG00001009840,ENSCGRG00001009840.1,,ENSG00000164182,NDUFAF2
ENSCGRG00001009841,ENSCGRG00001009841.1,Rpl10l,ENSG00000165496,RPL10L
ENSCGRG00001009842,ENSCGRG00001009842.1,Nr1d1,ENSG00000126368,NR1D1
ENSCGRG00001009843,ENSCGRG00001009843.1,Wdr25,ENSG00000176473,WDR25
ENSCGRG00001009844,ENSCGRG00001009844.1,Wrap53,ENSG00000141499,WRAP53
ENSCGRG00001009845,ENSCGRG00001009845.1,Lman1l,ENSG00000140506,LMAN1L
ENSCGRG00001009846,ENSCGRG00001009846.1,Mageh1,ENSG00000187601,MAGEH1
ENSCGRG00001009847,ENSCGRG00001009847.1,Dctn1,ENSG00000204843,DCTN1
ENSCGRG00001009848,ENSCGRG00001009848.1,Kctd6,ENSG00000168301,KCTD6
ENSCGRG00001009849,ENSCGRG00001009849.1,COQ5,ENSG00000110871,COQ5
ENSCGRG00001009850,ENSCGRG00001009850.1,Psmb10,ENSG00000205220,PSMB10
ENSCGRG00001009851,ENSCGRG00001009851.1,,ENSG00000243147,MRPL33
ENSCGRG00001009852,ENSCGRG00001009852.1,Pfpl,ENSG00000197629,MPEG1
ENSCGRG00001009853,ENSCGRG00001009853.1,U6,ENSG00000201431,RNU6-1277P
ENSCGRG00001009854,ENSCGRG00001009854.1,Tor1aip2,ENSG00000169905,TOR1AIP2
ENSCGRG00001009855,ENSCGRG00001009855.1,Macir,ENSG00000181751,MACIR
ENSCGRG00001009856,ENSCGRG00001009856.1,Soga1,ENSG00000149639,SOGA1
ENSCGRG00001009857,ENSCGRG00001009857.1,Casc1,ENSG00000118307,DNAI7
ENSCGRG00001009858,ENSCGRG00001009858.1,Gorasp1,ENSG00000114745,GORASP1
ENSCGRG00001009859,ENSCGRG00001009859.1,Il12a,ENSG00000168811,IL12A
ENSCGRG00001009860,ENSCGRG00001009860.1,U6,,
ENSCGRG00001009861,ENSCGRG00001009861.1,Lcmt2,ENSG00000168806,LCMT2
ENSCGRG00001009862,ENSCGRG00001009862.1,Deaf1,ENSG00000177030,DEAF1
ENSCGRG00001009863,ENSCGRG00001009863.1,Mid1ip1,ENSG00000165175,MID1IP1
ENSCGRG00001009864,ENSCGRG00001009864.1,Foxg1,ENSG00000176165,FOXG1
ENSCGRG00001009865,ENSCGRG00001009865.1,,,
ENSCGRG00001009866,ENSCGRG00001009866.1,Olfr699,ENSG00000279486,OR2AG1
ENSCGRG00001009867,ENSCGRG00001009867.1,,,
ENSCGRG00001009868,ENSCGRG00001009868.1,Fam186b,ENSG00000135436,FAM186B
ENSCGRG00001009869,ENSCGRG00001009869.1,Lrrn4cl,ENSG00000177363,LRRN4CL
ENSCGRG00001009870,ENSCGRG00001009870.1,Hsd17b3,ENSG00000130948,HSD17B3
ENSCGRG00001009871,ENSCGRG00001009871.1,U6,,
ENSCGRG00001009872,ENSCGRG00001009872.1,Kank3,ENSG00000186994,KANK3
ENSCGRG00001009873,ENSCGRG00001009873.1,,,
ENSCGRG00001009874,ENSCGRG00001009874.1,Pnpla7,ENSG00000130653,PNPLA7
ENSCGRG00001009875,ENSCGRG00001009875.1,,,
ENSCGRG00001009876,ENSCGRG00001009876.1,Klhdc3,ENSG00000124702,KLHDC3
ENSCGRG00001009877,ENSCGRG00001009877.1,Nle1,ENSG00000073536,NLE1
ENSCGRG00001009878,ENSCGRG00001009878.1,Mcm5,ENSG00000100297,MCM5
ENSCGRG00001009879,ENSCGRG00001009879.1,Egr3,ENSG00000179388,EGR3
ENSCGRG00001009880,ENSCGRG00001009880.1,U6,ENSG00000200101,RNU6-508P
ENSCGRG00001009881,ENSCGRG00001009881.1,,,
ENSCGRG00001009882,ENSCGRG00001009882.1,,,
ENSCGRG00001009883,ENSCGRG00001009883.1,H1f4,ENSG00000168298,H1-4
ENSCGRG00001009884,ENSCGRG00001009884.1,Cisd2,ENSG00000145354,CISD2
ENSCGRG00001009885,ENSCGRG00001009885.1,EPRS,ENSG00000136628,EPRS1
ENSCGRG00001009886,ENSCGRG00001009886.1,Asl,ENSG00000126522,ASL
ENSCGRG00001009887,ENSCGRG00001009887.1,U6,,
ENSCGRG00001009888,ENSCGRG00001009888.1,Usp33,ENSG00000077254,USP33
ENSCGRG00001009889,ENSCGRG00001009889.1,Fen1,ENSG00000168496,FEN1
ENSCGRG00001009890,ENSCGRG00001009890.1,Eps15,ENSG00000085832,EPS15
ENSCGRG00001009891,ENSCGRG00001009891.1,,ENSG00000196119,OR8A1
ENSCGRG00001009892,ENSCGRG00001009892.1,Fam120a,ENSG00000048828,FAM120A
ENSCGRG00001009893,ENSCGRG00001009893.1,,ENSG00000240542,KRTAP9-1
ENSCGRG00001009894,ENSCGRG00001009894.1,Nprl3,ENSG00000103148,NPRL3
ENSCGRG00001009895,ENSCGRG00001009895.1,Ctnnbl1,ENSG00000132792,CTNNBL1
ENSCGRG00001009896,ENSCGRG00001009896.1,Enc1,ENSG00000171617,ENC1
ENSCGRG00001009897,ENSCGRG00001009897.1,Cpa6,ENSG00000165078,CPA6
ENSCGRG00001009898,ENSCGRG00001009898.1,Fam135b,ENSG00000147724,FAM135B
ENSCGRG00001009899,ENSCGRG00001009899.1,U6,,
ENSCGRG00001009900,ENSCGRG00001009900.1,Pcsk4,ENSG00000115257,PCSK4
ENSCGRG00001009901,ENSCGRG00001009901.1,Olfr412,ENSG00000184166,OR1D2
ENSCGRG00001009902,ENSCGRG00001009902.1,Tmem14a,ENSG00000096092,TMEM14A
ENSCGRG00001009903,ENSCGRG00001009903.1,Fam185a,ENSG00000222011,FAM185A
ENSCGRG00001009904,ENSCGRG00001009904.1,Eftud2,ENSG00000108883,EFTUD2
ENSCGRG00001009905,ENSCGRG00001009905.1,U6,ENSG00000252126,RNU6-313P
ENSCGRG00001009905,ENSCGRG00001009905.1,U6,ENSG00000202532,RNU6-395P
ENSCGRG00001009905,ENSCGRG00001009905.1,U6,ENSG00000252377,RNU6-504P
ENSCGRG00001009905,ENSCGRG00001009905.1,U6,ENSG00000252386,RNU6-1018P
ENSCGRG00001009905,ENSCGRG00001009905.1,U6,ENSG00000199520,RNU6-386P
ENSCGRG00001009906,ENSCGRG00001009906.1,Acss3,ENSG00000111058,ACSS3
ENSCGRG00001009907,ENSCGRG00001009907.1,,ENSG00000078304,PPP2R5C
ENSCGRG00001009908,ENSCGRG00001009908.1,Timd4,ENSG00000145850,TIMD4
ENSCGRG00001009909,ENSCGRG00001009909.1,,,
ENSCGRG00001009910,ENSCGRG00001009910.1,,,
ENSCGRG00001009911,ENSCGRG00001009911.1,Dnmt3c,ENSG00000088305,DNMT3B
ENSCGRG00001009912,ENSCGRG00001009912.1,Crnn,ENSG00000143536,CRNN
ENSCGRG00001009913,ENSCGRG00001009913.1,,,
ENSCGRG00001009914,ENSCGRG00001009914.1,Pkdrej,ENSG00000130943,PKDREJ
ENSCGRG00001009915,ENSCGRG00001009915.1,U6,,
ENSCGRG00001009916,ENSCGRG00001009916.1,Mgat1,ENSG00000131446,MGAT1
ENSCGRG00001009917,ENSCGRG00001009917.1,Naa30,ENSG00000139977,NAA30
ENSCGRG00001009918,ENSCGRG00001009918.1,,ENSG00000143158,MPC2
ENSCGRG00001009919,ENSCGRG00001009919.1,Adat2,ENSG00000189007,ADAT2
ENSCGRG00001009920,ENSCGRG00001009920.1,Gng12,ENSG00000172380,GNG12
ENSCGRG00001009921,ENSCGRG00001009921.1,,ENSG00000108953,YWHAE
ENSCGRG00001009922,ENSCGRG00001009922.1,Igfbp1,ENSG00000146678,IGFBP1
ENSCGRG00001009923,ENSCGRG00001009923.1,Trank1,ENSG00000168016,TRANK1
ENSCGRG00001009924,ENSCGRG00001009924.1,U6,,
ENSCGRG00001009925,ENSCGRG00001009925.1,,ENSG00000181017,OR56B2P
ENSCGRG00001009926,ENSCGRG00001009926.1,Hsfy2,ENSG00000169953,HSFY2
ENSCGRG00001009926,ENSCGRG00001009926.1,Hsfy2,ENSG00000172468,HSFY1
ENSCGRG00001009927,ENSCGRG00001009927.1,Pcdhgb7,ENSG00000254122,PCDHGB7
ENSCGRG00001009928,ENSCGRG00001009928.1,Nol10,ENSG00000115761,NOL10
ENSCGRG00001009929,ENSCGRG00001009929.1,Epha5,ENSG00000145242,EPHA5
ENSCGRG00001009930,ENSCGRG00001009930.1,Tlnrd1,ENSG00000140406,TLNRD1
ENSCGRG00001009931,ENSCGRG00001009931.1,Neu4,ENSG00000204099,NEU4
ENSCGRG00001009932,ENSCGRG00001009932.1,,ENSG00000180090,OR3A1
ENSCGRG00001009933,ENSCGRG00001009933.1,Lrrk2,ENSG00000188906,LRRK2
ENSCGRG00001009934,ENSCGRG00001009934.1,U6,ENSG00000252962,RNU6-993P
ENSCGRG00001009935,ENSCGRG00001009935.1,Slc39a12,ENSG00000148482,SLC39A12
ENSCGRG00001009936,ENSCGRG00001009936.1,Armc1,ENSG00000104442,ARMC1
ENSCGRG00001009937,ENSCGRG00001009937.1,,,
ENSCGRG00001009938,ENSCGRG00001009938.1,Mx1,ENSG00000157601,MX1
ENSCGRG00001009939,ENSCGRG00001009939.1,Thumpd2,ENSG00000138050,THUMPD2
ENSCGRG00001009940,ENSCGRG00001009940.1,Spag7,ENSG00000091640,SPAG7
ENSCGRG00001009941,ENSCGRG00001009941.1,Drg2,ENSG00000108591,DRG2
ENSCGRG00001009942,ENSCGRG00001009942.1,,,
ENSCGRG00001009943,ENSCGRG00001009943.1,U6,ENSG00000212160,RNU6-205P
ENSCGRG00001009944,ENSCGRG00001009944.1,Ndufb11b,ENSG00000147123,NDUFB11
ENSCGRG00001009945,ENSCGRG00001009945.1,,ENSG00000167088,SNRPD1
ENSCGRG00001009946,ENSCGRG00001009946.1,,ENSG00000169385,RNASE2
ENSCGRG00001009946,ENSCGRG00001009946.1,,ENSG00000169397,RNASE3
ENSCGRG00001009947,ENSCGRG00001009947.1,Olfr397,,
ENSCGRG00001009948,ENSCGRG00001009948.1,Ccdc121rt2,,
ENSCGRG00001009949,ENSCGRG00001009949.1,Krtap13,,
ENSCGRG00001009950,ENSCGRG00001009950.1,Sox17,ENSG00000164736,SOX17
ENSCGRG00001009951,ENSCGRG00001009951.1,Tent2,ENSG00000164329,TENT2
ENSCGRG00001009952,ENSCGRG00001009952.1,U6,ENSG00000201813,RNU6-915P
ENSCGRG00001009953,ENSCGRG00001009953.1,Kcnq5,ENSG00000185760,KCNQ5
ENSCGRG00001009954,ENSCGRG00001009954.1,Washc5,ENSG00000164961,WASHC5
ENSCGRG00001009955,ENSCGRG00001009955.1,,,
ENSCGRG00001009956,ENSCGRG00001009956.1,Sh3bp4,ENSG00000130147,SH3BP4
ENSCGRG00001009957,ENSCGRG00001009957.1,,ENSG00000115514,TXNDC9
ENSCGRG00001009958,ENSCGRG00001009958.1,Mfsd5,ENSG00000182544,MFSD5
ENSCGRG00001009959,ENSCGRG00001009959.1,Lmln,ENSG00000185621,LMLN
ENSCGRG00001009960,ENSCGRG00001009960.1,Fam217b,ENSG00000196227,FAM217B
ENSCGRG00001009961,ENSCGRG00001009961.1,U6,ENSG00000223047,RNU6-847P
ENSCGRG00001009961,ENSCGRG00001009961.1,U6,ENSG00000252145,RNU6-1225P
ENSCGRG00001009961,ENSCGRG00001009961.1,U6,ENSG00000223064,RNU6-325P
ENSCGRG00001009961,ENSCGRG00001009961.1,U6,ENSG00000252008,RNU6-927P
ENSCGRG00001009961,ENSCGRG00001009961.1,U6,ENSG00000272507,RNU6-88P
ENSCGRG00001009962,ENSCGRG00001009962.1,Ctrb1,ENSG00000168928,CTRB2
ENSCGRG00001009962,ENSCGRG00001009962.1,Ctrb1,ENSG00000168925,CTRB1
ENSCGRG00001009963,ENSCGRG00001009963.1,Gpr68,ENSG00000119714,GPR68
ENSCGRG00001009964,ENSCGRG00001009964.1,Olfr93,,
ENSCGRG00001009965,ENSCGRG00001009965.1,,,
ENSCGRG00001009966,ENSCGRG00001009966.1,Tmem147,ENSG00000105677,TMEM147
ENSCGRG00001009967,ENSCGRG00001009967.1,U6,ENSG00000252882,RNU6-1137P
ENSCGRG00001009967,ENSCGRG00001009967.1,U6,ENSG00000222361,RNU6-1186P
ENSCGRG00001009968,ENSCGRG00001009968.1,,ENSG00000155621,C9orf85
ENSCGRG00001009969,ENSCGRG00001009969.1,,,
ENSCGRG00001009970,ENSCGRG00001009970.1,Cd27,ENSG00000139193,CD27
ENSCGRG00001009971,ENSCGRG00001009971.1,S100z,ENSG00000171643,S100Z
ENSCGRG00001009972,ENSCGRG00001009972.1,U6,,
ENSCGRG00001009973,ENSCGRG00001009973.1,Reck,ENSG00000122707,RECK
ENSCGRG00001009974,ENSCGRG00001009974.1,,ENSG00000126267,COX6B1
ENSCGRG00001009975,ENSCGRG00001009975.1,Trip11,ENSG00000100815,TRIP11
ENSCGRG00001009976,ENSCGRG00001009976.1,Derl2,ENSG00000072849,DERL2
ENSCGRG00001009977,ENSCGRG00001009977.1,Ankrd39,ENSG00000213337,ANKRD39
ENSCGRG00001009978,ENSCGRG00001009978.1,Ly6g6d,ENSG00000244355,LY6G6D
ENSCGRG00001009979,ENSCGRG00001009979.1,Ankrd33,ENSG00000167612,ANKRD33
ENSCGRG00001009980,ENSCGRG00001009980.1,Clec9a,ENSG00000197992,CLEC9A
ENSCGRG00001009981,ENSCGRG00001009981.1,,ENSG00000164821,DEFA4
ENSCGRG00001009981,ENSCGRG00001009981.1,,ENSG00000164822,DEFA6
ENSCGRG00001009981,ENSCGRG00001009981.1,,ENSG00000206047,DEFA1
ENSCGRG00001009981,ENSCGRG00001009981.1,,ENSG00000164816,DEFA5
ENSCGRG00001009981,ENSCGRG00001009981.1,,ENSG00000239839,DEFA3
ENSCGRG00001009981,ENSCGRG00001009981.1,,ENSG00000240247,DEFA1B
ENSCGRG00001009982,ENSCGRG00001009982.1,H1f2,ENSG00000187837,H1-2
ENSCGRG00001009983,ENSCGRG00001009983.1,Olfr137,ENSG00000204700,OR2J2
ENSCGRG00001009983,ENSCGRG00001009983.1,Olfr137,ENSG00000204702,OR2J1
ENSCGRG00001009984,ENSCGRG00001009984.1,U6,ENSG00000206980,RNU6-662P
ENSCGRG00001009985,ENSCGRG00001009985.1,D7Ertd443e,ENSG00000154493,C10orf90
ENSCGRG00001009986,ENSCGRG00001009986.1,Agpat1,ENSG00000204310,AGPAT1
ENSCGRG00001009987,ENSCGRG00001009987.1,Rgs5,ENSG00000143248,RGS5
ENSCGRG00001009988,ENSCGRG00001009988.1,,,
ENSCGRG00001009989,ENSCGRG00001009989.1,Gck,ENSG00000106633,GCK
ENSCGRG00001009990,ENSCGRG00001009990.1,Apob,ENSG00000084674,APOB
ENSCGRG00001009991,ENSCGRG00001009991.1,Macroh2a2,ENSG00000099284,MACROH2A2
ENSCGRG00001009992,ENSCGRG00001009992.1,Tas2r137,ENSG00000127362,TAS2R3
ENSCGRG00001009993,ENSCGRG00001009993.1,0610012G03Rik,ENSG00000270170,NCBP2AS2
ENSCGRG00001009994,ENSCGRG00001009994.1,Il4ra,ENSG00000077238,IL4R
ENSCGRG00001009995,ENSCGRG00001009995.1,U6,,
ENSCGRG00001009996,ENSCGRG00001009996.1,,ENSG00000168385,SEPTIN2
ENSCGRG00001009997,ENSCGRG00001009997.1,Med1,ENSG00000125686,MED1
ENSCGRG00001009998,ENSCGRG00001009998.1,Trnt1,ENSG00000072756,TRNT1
ENSCGRG00001009999,ENSCGRG00001009999.1,Zfpm2,ENSG00000169946,ZFPM2
ENSCGRG00001010000,ENSCGRG00001010000.1,Pdcd2,ENSG00000071994,PDCD2
ENSCGRG00001010001,ENSCGRG00001010001.1,,,
