reaction	minimum	maximum
RE3506C: CE7083_c + h_c + nadph_c + o2_c --> CE7115_c + h2o_c + nadp_c	[1000.]	[0.]
r0267: cmpacna_c + h_c + nadh_c + o2_c --> HC01162_c + h2o_c + nad_c	[0.]	[0.]
RE1812C: CE1272_c + h_c + nadph_c + o2_c --> CE1278_c + h2o_c + nadp_c	[0.]	[0.]
RE2632C: h_c + 2.0 nadph_c + 2.0 o2_c + xoltri27_c --> CE3038_c + 3.0 h2o_c + 2.0 nadp_c	[0.]	[0.]
RE3339C: CE5346_c + h2o_c <=> CE5307_c + coa_c + h_c	[0.]	[0.]
IDHPOXOX4: 2.0 35diotyr_c + h2o2_c --> 2amac_c + 2.0 h2o_c + thyox_L_c	[0.]	[0.]
PGLYCH: h2o_c + pglyc_cho_c --> glyc_c + h_c + pa_cho_c	[250.]	[0.]
RE2051C: CE3481_c + h2o_c <=> C13856_c + pi_c	[1000.]	[0.]
RE3258C: C14826_c + h2o_c <=> CE2049_c	[0.]	[0.]
ACODA: acorn_c + h2o_c --> ac_c + orn_c	[0.]	[0.]
SMPDE: h2o_c + sphmyln_cho_c --> cholp_c + crm_cho_c + h_c	[1000.]	[0.]
UREAt5: h2o_e + urea_e <=> h2o_c + urea_c	[1000.]	[0.]
ACONTa: cit_c <=> acon_C_c + h2o_c	[1000.]	[-1000.]
RE0915C: h2o_c + maltttr_c <=> fru_c + malttr_c	[1000.]	[-1000.]
RE1308C: 25hvitd3_c + h_c + nadph_c + o2_c --> CE2201_c + h2o_c + nadp_c	[1000.]	[-1000.]
RE2067C: CE5726_c + h2o_c <=> glyc_c + h_c + prostge2_c	[0.]	[0.]
AMPDA: amp_c + h2o_c + h_c --> imp_c + nh4_c	[0.]	[0.]
NTD7: amp_c + h2o_c --> adn_c + pi_c	[1000.]	[0.]
RE1905C: h_c + nadph_c + o2_c + retinal_11_cis_c --> CE5592_c + h2o_c + nadp_c	[1000.]	[0.]
34DHXMANDACOX: 34dhmald_c + h2o_c + nad_c --> 34dhoxmand_c + 2.0 h_c + nadh_c	[0.]	[0.]
PROSTE1S: h_c + prostge1_c <=> h2o_c + prostga1_c	[1000.]	[0.]
RE0577C: arachcoa_c + h2o_c --> arach_c + coa_c + h_c	[1000.]	[-1000.]
RE2068C: CE5727_c + h2o_c <=> glyc_c + h_c + prostge2_c	[1000.]	[0.]
DNMPPA: dhpmp_c + h2o_c <=> dhnpt_c + pi_c	[0.]	[0.]
PYAM5POr: h2o_c + o2_c + pyam5p_c <=> h2o2_c + nh4_c + pydx5p_c	[0.]	[0.]
RE1809C: CE1272_c + h_c + nadph_c + o2_c --> CE1277_c + h2o_c + nadp_c	[1000.]	[-1000.]
PLIPA1A180pp: h2o_c + pa180_c <=> 2odecg3p_c + ocdca_c	[0.]	[0.]
RE1309C: CE2201_c + h_c + nadh_c + o2_c --> CE2202_c + h2o_c + nad_c	[0.]	[0.]
BiGGRxn57: dhdascb_c + h2o_c <=> 23doguln_c + h_c	[0.]	[0.]
PGLYCP: 2pglyc_c + h2o_c --> glyclt_c + pi_c	[0.]	[-1000.]
FBP26: f26bp_c + h2o_c --> f6p_c + pi_c	[0.]	[0.]
GapFill-R01206: chtn_c + h2o_c <=> acgam_c	[1000.]	[0.]
RE3301C: h2o_c + ps_cho_c --> h_c + pa_cho_c + ser_L_c	[1000.]	[-1000.]
FBP: fdp_c + h2o_c --> f6p_c + pi_c	[1000.]	[0.]
RE1811C: CE1272_c + h_c + nadph_c + o2_c --> CE1279_c + h2o_c + nadp_c	[1000.]	[0.]
RE2070C: CE4980_c <=> CE5730_c + h2o_c	[0.]	[0.]
TYROX: h2o_c + o2_c + tyr_L_c --> 34hpp_c + h2o2_c + nh4_c	[0.]	[0.]
IMPD: h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c	[1000.]	[0.]
PHETRAH: h2o_c + phetrna_c --> h_c + phe_L_c + trnaphe_c	[1000.]	[-5.88202016e-12]
ACOATE1822: h2o_c + lneldccoa_c --> coa_c + h_c + lneldc_c	[1000.]	[0.]
ACOATE204: arachdcoa_c + h2o_c --> arachd_c + coa_c + h_c	[1000.]	[0.]
RE2387C: avite1_c + h_c + nadph_c + o2_c --> CE5842_c + h2o_c + nadp_c	[1000.]	[0.]
NBAHH_ir: carn_c + h2o_c --> ala_B_c + his_L_c	[0.]	[0.]
AGLPH: ak2gp_cho_c + h2o_c --> ak2g_cho_c + pi_c	[1000.]	[0.]
RN0022C: C14851_c + h2o_c <=> CN0010_c	[0.]	[0.]
25DHBDH: 25dhbald_c + h2o_c + nad_c <=> 25dhbz_c + 2.0 h_c + nadh_c	[0.]	[0.]
P4503A4: h_c + nadph_c + nifedipine_c + o2_c --> h2o_c + hnifedipine_c + nadp_c	[0.]	[-1000.]
SPONT1: 42A3HP24DB_c <=> h2o_c + xanta_c	[0.]	[0.]
r0642: 2mop_c + h2o_c + nad_c <=> HC00900_c + 2.0 h_c + nadh_c	[1000.]	[-1000.]
RE2220C: 7dhchsterol_c + h_c + nadh_c + o2_c --> CE1293_c + h2o_c + nad_c	[0.]	[-1000.]
P4502C93: h_c + limnen_c + nadph_c + o2_c --> h2o_c + nadp_c + perillyl_c	[0.]	[0.]
RE0549C: am6sa_c <=> C10164_c + h2o_c + h_c	[1000.]	[0.]
3HAD160: 3hpalmACP_c --> h2o_c + tpalm2eACP_c	[0.]	[0.]
LEULEULAPc: h2o_c + leuleu_c <=> 2.0 leu_L_c	[142.85714286]	[0.]
RETMO: nadph_c + o2_c + retinol_c --> h2o_c + h_c + nadp_c + oretn_c	[1000.]	[0.]
HISTRAHm: h2o_c + histrna_c --> h_c + his_L_c + trnahis_c	[0.]	[0.]
RE2221C: CE1297_c + h_c + nadh_c + o2_c --> CE1294_c + h2o_c + nad_c	[1000.]	[4.32437372e-12]
GapFill-R04941: h2o_c + selcyst_c <=> nh4_c + pyr_c + selhcys_c	[0.]	[0.]
AASAD3: L2aadp6sa_c + h2o_c + nad_c <=> L2aadp_c + 2.0 h_c + nadh_c	[1000.]	[0.]
P4502A6: coumarin_c + h_c + nadph_c + o2_c --> h2o_c + hcoumarin_c + nadp_c	[1000.]	[-1000.]
GapFill-R04807: nadph_c + o2_c + xoltriol_c <=> h2o_c + nadp_c + xoltetrol_c	[1000.]	[0.]
GAUGE-R03326: 17ahprgstrn_c + focytC_m + o2_c <=> 11docrtsl_c + ficytC_m + h2o_c	[1000.]	[-1000.]
PI34P3P: h2o_c + pail34p_cho_c --> pail4p_cho_c + pi_c	[1000.]	[-500.]
RE2383C: CE5842_c + h_c + 2.0 nadph_c + 2.0 o2_c --> CE5843_c + 3.0 h2o_c + 2.0 nadp_c	[1000.]	[0.]
RETH1: 9_cis_retfa_c + h2o_c --> Rtotal2_c + h_c + retinol_9_cis_c	[0.]	[0.]
r0647: 42A3HP24DB_c <=> C02470_c + h2o_c	[1000.]	[0.]
ACOATE160: h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c	[1000.]	[-1000.]
PI34P4P: h2o_c + pail34p_cho_c --> pail3p_cho_c + pi_c	[1000.]	[0.]
ACOATE1831: h2o_c + lnlncgcoa_c --> coa_c + h_c + lnlncg_c	[1000.]	[0.]
N112SPRMO: N112dsprm_c + h2o_c + o2_c --> 3aap_c + N1aspmd_c + h2o2_c	[1000.]	[0.]
SELCYSTGL: h2o_c + selcyst_c --> 2obut_c + nh4_c + selcys_c	[0.]	[0.]
RN0032C: CN0018_c + nadph_c + o2_c --> CN0019_c + h2o_c + h_c + nadp_c	[0.]	[0.]
SPMDOX: h2o_c + o2_c + spmd_c --> 13dampp_c + 4abutn_c + h2o2_c	[0.]	[0.]
H2Otly: h2o_c <=> h2o_l	[1000.]	[0.]
RE0344C: h2o_c + stcoa_c --> coa_c + h_c + ocdca_c	[1000.]	[-1000.]
INOSTO: inost_c + o2_c --> glcur_c + h2o_c + h_c	[1000.]	[0.]
PROTsyn: 0.449091 alatrna_c + 0.246927 argtrna_c + 0.208892 asntrna_c + 0.257573 asptrna_c + 0.083084 cystrna_c + 0.353207 glntrna_c + 0.303246 glutrna_c + 0.47669 glytrna_c + 0.096216 histrna_c + 0.220172 iletrna_c + 0.427292 leutrna_c + 0.387642 lystrna_c + 0.105583 mettrna_c + 0.186721 phetrna_c + 0.22206 protrna_c + 0.323 sertrna_c + 0.255371 thrtrna_c + 0.025173 trptrna_c + 0.131253 tyrtrna_c + 0.322626 valtrna_c --> 6.4244 h2o_c + prot_c + 0.449091 trnaala_c + 0.246927 trnaarg_c + 0.208892 trnaasn_c + 0.257573 trnaasp_c + 0.083084 trnacys_c + 0.353207 trnagln_c + 0.303246 trnaglu_c + 0.47669 trnagly_c + 0.096216 trnahis_c + 0.220172 trnaile_c + 0.427292 trnaleu_c + 0.387642 trnalys_c + 0.105583 trnamet_c + 0.186721 trnaphe_c + 0.22206 trnapro_c + 0.323 trnaser_c + 0.255371 trnathr_c + 0.025173 trnatrp_c + 0.131253 trnatyr_c + 0.322626 trnaval_c	[1000.]	[0.]
RN0021C: CN0012_c + h2o_c <=> CN0009_c	[0.]	[0.]
RE1826C: h_c + nadph_c + o2_c + xol7ah2_c --> CE0233_c + h2o_c + nadp_c	[0.]	[0.]
r0644: 2mop_c + h2o_c + o2_c --> HC00900_c + h2o2_c + h_c	[1000.]	[0.]
PLA2_8: h2o_c + mlclpn_cho_c --> Rtotal2_c + dlclpn_cho_c + 2.0 h_c	[1000.]	[0.]
ACOATE1832: h2o_c + lnlncacoa_c --> coa_c + h_c + lnlnca_c	[1000.]	[0.]
RE1699C: CE5256_c + 2.0 h2o_c + 3.0 o2_c --> CE5252_c + 4.0 h_c + 4.0 o2s_c	[1000.]	[0.]
P4502C19: h_c + nadph_c + o2_c + omeprazole_c --> 5homeprazole_c + h2o_c + nadp_c	[0.]	[0.]
ACOATE223: docastricoa_c + h2o_c --> coa_c + docastri_c + h_c	[1000.]	[0.]
GapFill-R07034: 5HPET_c + 2.0 gthrd_c <=> C04805_c + gthox_c + h2o_c	[0.]	[0.]
RE1701C: CE5254_c + 2.0 h2o_c + 3.0 o2_c --> CE5250_c + 4.0 h_c + 4.0 o2s_c	[1000.]	[0.]
GapFill-R04999: cis2hdxcm_c <=> coumarin_c + h2o_c	[0.]	[0.]
SELCYSTS: selhcys_c + ser_L_c --> h2o_c + selcyst_c	[0.]	[0.]
2DR1PP: 2dr1p_c + h2o_c --> drib_c + pi_c	[1000.]	[0.]
BDG2HCGHD: bdg2hc_c + h2o_c --> 2coum_c + glc_D_c + h_c	[1000.]	[0.]
IMACTD: h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c	[0.]	[0.]
RE3231C: CE5153_c <=> CE5154_c + h2o_c	[0.]	[0.]
RETH2: 11_cis_retfa_c + h2o_c --> Rtotal2_c + h_c + retinol_cis_11_c	[500.]	[-6.21858224e-13]
ACOATE221: docosecoa_c + h2o_c <=> coa_c + doco13ac_c + h_c	[1000.]	[0.]
GUAD: gua_c + h2o_c + h_c --> nh4_c + xan_c	[1000.]	[-1000.]
KDNH: h2o_c + kdnp_c --> kdn_c + pi_c	[1000.]	[0.]
P4502C92: h_c + limnen_c + nadph_c + o2_c --> carveol_c + h2o_c + nadp_c	[0.]	[0.]
PAOR: o2_c + phe_L_c --> co2_c + h2o_c + pad_c	[1000.]	[0.]
PAN4PP: h2o_c + pan4p_c --> pi_c + ptth_c	[1000.]	[0.]
RE0830C: thbpt4acam_c <=> CE2705_c + h2o_c	[1000.]	[-2.48176116e-12]
RE3122C: CE4817_c <=> CE4821_c + h2o_c	[1000.]	[-1000.]
RE3163C: CE4840_c <=> CE4842_c + h2o_c	[1000.]	[0.]
RE1709C: thbpt4acam_c <=> CE5236_c + h2o_c	[0.]	[0.]
RE1834C: cholcoa_c + h2o_c --> cholate_c + coa_c + h_c	[1000.]	[-1000.]
RE1062C: C01836_c + h2o_c <=> CE2862_c + CE2863_c	[1000.]	[0.]
RE3167C: CE4844_c <=> CE4846_c + h2o_c	[0.]	[0.]
RE3233C: C06199_c + o2_c --> CE6316_c + h2o_c	[0.]	[0.]
IMPC: fprica_c --> h2o_c + imp_c	[0.]	[0.]
P4502C8: h_c + nadph_c + o2_c + taxol_c --> h2o_c + htaxol_c + nadp_c	[1000.]	[0.]
RE2155C: CE2211_c + h_c + nadh_c + o2_c --> CE5072_c + h2o_c + nad_c	[1000.]	[0.]
LEUTRAH: h2o_c + leutrna_c --> h_c + leu_L_c + trnaleu_c	[0.]	[0.]
RE2445C: CE5867_c + h2o_c <=> CE5868_c + CE5869_c	[1000.]	[0.]
P4502C9: h_c + nadph_c + o2_c + tolbutamide_c --> 4mtolbutamide_c + h2o_c + nadp_c	[1000.]	[-1000.]
PI4PLC: h2o_c + pail4p_cho_c --> dag_cho_c + h_c + mi14p_c	[1000.]	[0.]
SFGTH: Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c	[1000.]	[0.]
RE0827C: CE1935_c + h2o_c + o2_c --> CE1936_c + h2o2_c + nh4_c	[1000.]	[0.]
GLYOX: h2o_c + lgt_S_c --> gthrd_c + h_c + lac_D_c	[1000.]	[0.]
RE1702C: CE5253_c + 2.0 h2o_c + 3.0 o2_c --> CE5249_c + 4.0 h_c + 4.0 o2s_c	[1000.]	[0.]
ACOATE161: h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c	[0.]	[0.]
ILEOX: h2o_c + ile_L_c + o2_c --> 3mop_c + h2o2_c + nh4_c	[1000.]	[0.]
RE0908C: CE2870_c + h2o_c <=> CE2866_c + h_c + so4_c	[1000.]	[0.]
13DAMPPOX: 13dampp_c + h2o_c + o2_c --> bamppald_c + h2o2_c + nh4_c	[1000.]	[0.]
RE1828C: CE1292_c + h_c + nadph_c + o2_c --> CE3038_c + h2o_c + nadp_c	[1000.]	[0.]
RE2398C: CE5655_c + h_c + 2.0 nadph_c + 2.0 o2_c --> CE4898_c + 3.0 h2o_c + 2.0 nadp_c	[0.]	[0.]
GapFill-R07055: h_c + lnlc_c + nadph_c + o2_c <=> C14825_c + h2o_c + nadp_c	[0.]	[0.]
RE1830C: CE1298_c + h2o_c + nadp_c <=> CE1292_c + 2.0 h_c + nadph_c	[0.]	[0.]
RE3113C: CE4810_c <=> CE4812_c + h2o_c	[1000.]	[-1000.]
RE1700C: CE5255_c + 2.0 h2o_c + 3.0 o2_c --> CE5251_c + 4.0 h_c + 4.0 o2s_c	[1000.]	[0.]
TMABADH: 4tmeabut_c + h2o_c + nad_c --> 4tmeabutn_c + 2.0 h_c + nadh_c	[0.]	[0.]
HISD: his_L_c --> nh4_c + urcan_c	[0.]	[0.]
r2053: his_L_e + thr_L_c --> his_L_c + thr_L_e	[1000.]	[0.]
r2044: his_L_e + met_L_c --> his_L_c + met_L_e	[1000.]	[0.]
r2397: h_c + his_L_c + lys_L_m --> h_m + his_L_m + lys_L_c	[1000.]	[0.]
r1665: his_L_c + lys_L_e <=> his_L_e + lys_L_c	[1000.]	[0.]
r1980: his_L_c + na1_e + thr_L_e --> his_L_e + na1_c + thr_L_c	[1000.]	[-1000.]
r2405: h_c + his_L_c + orn_m --> h_m + his_L_m + orn_c	[1000.]	[0.]
r2054: his_L_e + hom_L_c --> his_L_c + hom_L_e	[1000.]	[0.]
r1965: his_L_c + na1_e + pro_L_e --> his_L_e + na1_c + pro_L_c	[1000.]	[0.]
r2416: h_c + his_L_m --> h_m + his_L_c	[1000.]	[0.]
r2045: his_L_e + trp_L_c --> his_L_c + trp_L_e	[1000.]	[0.]
r1950: his_L_c + na1_e + tyr_L_e --> his_L_e + na1_c + tyr_L_c	[1000.]	[0.]
r1427: h_c + his_L_c --> h_m + his_L_m	[1000.]	[0.]
HISt4: his_L_e + na1_e --> his_L_c + na1_c	[1000.]	[0.]
r1935: his_L_c + met_L_e + na1_e --> his_L_e + met_L_c + na1_c	[1000.]	[0.]
r2055: his_L_e + ile_L_c --> his_L_c + ile_L_e	[1000.]	[0.]
r2406: h_c + his_L_m + lys_L_c --> h_m + his_L_c + lys_L_m	[1000.]	[0.]
r2046: his_L_e + phe_L_c --> his_L_c + phe_L_e	[1000.]	[0.]
r2047: his_L_e + tyr_L_c --> his_L_c + tyr_L_e	[1000.]	[0.]
HIStiDF: his_L_e <=> his_L_c	[1000.]	[0.]
r1990: his_L_c + ile_L_e + na1_e --> his_L_e + ile_L_c + na1_c	[1000.]	[-1000.]
r2413: citr_L_m + h_c + his_L_c --> citr_L_c + h_m + his_L_m	[1000.]	[0.]
r2043: his_L_e + ser_L_c --> his_L_c + ser_L_e	[1000.]	[0.]
r1067: his_L_l --> his_L_c	[1000.]	[0.]
r1975: his_L_c + na1_e + val_L_e --> his_L_e + na1_c + val_L_c	[0.]	[0.]
HIShPTtc: h_l + his_L_l --> h_c + his_L_c	[1000.]	[0.]
HISDC: h_c + his_L_c --> co2_c + hista_c	[0.]	[0.]
r1960: his_L_c + leu_L_e + na1_e --> his_L_e + leu_L_c + na1_c	[1000.]	[0.]
HIStN1: h_c + his_L_e + 2.0 na1_e <=> h_e + his_L_c + 2.0 na1_c	[1000.]	[0.]
r2408: h_c + his_L_m + orn_c --> h_m + his_L_c + orn_m	[1000.]	[-1000.]
r1945: his_L_c + na1_e + phe_L_e --> his_L_e + na1_c + phe_L_c	[1000.]	[0.]
r1930: his_L_c + na1_e + ser_L_e --> his_L_e + na1_c + ser_L_c	[1000.]	[0.]
r1985: his_L_c + hom_L_e + na1_e --> his_L_e + hom_L_c + na1_c	[1000.]	[0.]
r1671: citr_L_c + his_L_e <=> citr_L_e + his_L_c	[1000.]	[0.]
r2049: his_L_e + leu_L_c --> his_L_c + leu_L_e	[1000.]	[-1000.]
r1940: his_L_c + na1_e + trp_L_e --> his_L_e + na1_c + trp_L_c	[1000.]	[0.]
r1670: his_L_c + orn_e <=> his_L_e + orn_c	[1000.]	[0.]
r2409: citr_L_c + h_c + his_L_m --> citr_L_m + h_m + his_L_c	[1000.]	[-1000.]
ARMT: amet_c + his_L_c <=> Npmehis_c + ahcys_c + h_c	[1000.]	[0.]
r2052: his_L_e + val_L_c --> his_L_c + val_L_e	[0.]	[0.]
r2050: his_L_e + pro_L_c --> his_L_c + pro_L_e	[1000.]	[0.]
r1617: ile_L_c + trp_L_e <=> ile_L_e + trp_L_c	[1000.]	[0.]
r1634: ile_L_c + tyr_L_e <=> ile_L_e + tyr_L_c	[1000.]	[-1000.]
r1907: ile_L_e + na1_e + pro_L_c --> ile_L_c + na1_c + pro_L_e	[1000.]	[-1000.]
ILEtec: ile_L_e <=> ile_L_c	[1000.]	[0.]
r1903: ile_L_e + na1_e + phe_L_c --> ile_L_c + na1_c + phe_L_e	[1000.]	[-1000.]
r1909: ile_L_e + na1_e + val_L_c --> ile_L_c + na1_c + val_L_e	[1000.]	[0.]
r1911: hom_L_c + ile_L_e + na1_e --> hom_L_e + ile_L_c + na1_c	[1000.]	[0.]
r1896: hom_L_e + ile_L_c + na1_e --> hom_L_c + ile_L_e + na1_c	[1000.]	[0.]
ILEt4: ile_L_e + na1_e --> ile_L_c + na1_c	[1000.]	[0.]
r1881: ile_L_c + na1_e + thr_L_e --> ile_L_e + na1_c + thr_L_c	[1000.]	[0.]
r1904: ile_L_e + na1_e + tyr_L_c --> ile_L_c + na1_c + tyr_L_e	[1000.]	[0.]
r1989: ile_L_e + na1_e + orn_c --> ile_L_c + na1_c + orn_e	[1000.]	[0.]
r2007: ile_L_c + lys_L_e --> ile_L_e + lys_L_c	[1000.]	[0.]
ILELAT1tc: ile_L_e + leu_L_c <=> ile_L_c + leu_L_e	[1000.]	[0.]
ILEt5m: ile_L_c <=> ile_L_m	[1000.]	[-1000.]
r1902: ile_L_e + na1_e + trp_L_c --> ile_L_c + na1_c + trp_L_e	[1000.]	[-1000.]
r1987: ile_L_e + lys_L_c + na1_e --> ile_L_c + lys_L_e + na1_c	[1000.]	[0.]
r2071: citr_L_e + ile_L_c --> citr_L_c + ile_L_e	[1000.]	[0.]
r1607: ile_L_c + met_L_e <=> ile_L_e + met_L_c	[1000.]	[0.]
r1791: ile_L_c + na1_e + tyr_L_e --> ile_L_e + na1_c + tyr_L_c	[1000.]	[-1000.]
r1910: ile_L_e + na1_e + thr_L_c --> ile_L_c + na1_c + thr_L_e	[1000.]	[0.]
r1776: ile_L_c + na1_e + phe_L_e --> ile_L_e + na1_c + phe_L_c	[1000.]	[0.]
r1761: ile_L_c + na1_e + trp_L_e --> ile_L_e + na1_c + trp_L_c	[1000.]	[0.]
r2039: ile_L_c + orn_e --> ile_L_e + orn_c	[1000.]	[0.]
ILEATB0tc: cl_e + ile_L_e + 2.0 na1_e --> cl_c + ile_L_c + 2.0 na1_c	[1000.]	[0.]
r1906: ile_L_e + leu_L_c + na1_e --> ile_L_c + leu_L_e + na1_c	[1000.]	[0.]
r1991: citr_L_c + ile_L_e + na1_e --> citr_L_e + ile_L_c + na1_c	[1000.]	[0.]
r1746: ile_L_c + met_L_e + na1_e --> ile_L_e + met_L_c + na1_c	[1000.]	[0.]
r1900: ile_L_e + na1_e + ser_L_c --> ile_L_c + na1_c + ser_L_e	[1000.]	[0.]
r1659: ile_L_c + val_L_e <=> ile_L_e + val_L_c	[1000.]	[0.]
r1731: ile_L_c + na1_e + ser_L_e --> ile_L_e + na1_c + ser_L_c	[1000.]	[-1000.]
r1661: ile_L_c + thr_L_e <=> ile_L_e + thr_L_c	[1000.]	[0.]
ILEPHELAT2tc: ile_L_e + phe_L_c <=> ile_L_c + phe_L_e	[1000.]	[-1000.]
r1596: ile_L_c + ser_L_e <=> ile_L_e + ser_L_c	[1000.]	[-1000.]
r1662: hom_L_e + ile_L_c <=> hom_L_c + ile_L_e	[1000.]	[-1000.]
r1652: ile_L_c + pro_L_e <=> ile_L_e + pro_L_c	[1000.]	[-1000.]
r1836: ile_L_c + na1_e + pro_L_e --> ile_L_e + na1_c + pro_L_c	[1000.]	[-1000.]
ILEt7l: ile_L_l --> ile_L_c	[1000.]	[0.]
r1901: ile_L_e + met_L_c + na1_e --> ile_L_c + met_L_e + na1_c	[0.]	[0.]
r1866: ile_L_c + na1_e + val_L_e --> ile_L_e + na1_c + val_L_c	[1000.]	[0.]
r1821: ile_L_c + leu_L_e + na1_e --> ile_L_e + leu_L_c + na1_c	[1000.]	[0.]
VALLAT1tc: leu_L_c + val_L_e <=> leu_L_e + val_L_c	[1000.]	[0.]
METLEUex: leu_L_c + met_L_e --> leu_L_e + met_L_c	[1000.]	[-1000.]
LEUATB0tc: cl_e + leu_L_e + 2.0 na1_e --> cl_c + leu_L_c + 2.0 na1_c	[1000.]	[0.]
r1755: leu_L_c + na1_e + trp_L_e --> leu_L_e + na1_c + trp_L_c	[1000.]	[0.]
LEUt4: leu_L_e + na1_e --> leu_L_c + na1_c	[1000.]	[0.]
LEUt7l: leu_L_l --> leu_L_c	[1000.]	[0.]
LKYNRtr3: Lkynr_e + leu_L_c --> Lkynr_c + leu_L_e	[0.]	[0.]
LEUtec: leu_L_e <=> leu_L_c	[1000.]	[0.]
r1957: leu_L_e + lys_L_c + na1_e --> leu_L_c + lys_L_e + na1_c	[1000.]	[-1000.]
r1785: leu_L_c + na1_e + tyr_L_e --> leu_L_e + na1_c + tyr_L_c	[1000.]	[0.]
r1645: leu_L_e + thr_L_c <=> leu_L_c + thr_L_e	[1000.]	[0.]
r1590: leu_L_c + ser_L_e <=> leu_L_e + ser_L_c	[1000.]	[-1000.]
r1646: hom_L_c + leu_L_e <=> hom_L_e + leu_L_c	[1000.]	[-1000.]
r1810: leu_L_e + na1_e + ser_L_c --> leu_L_c + na1_c + ser_L_e	[1000.]	[-1000.]
LEUPHELAT2tc: leu_L_e + phe_L_c <=> leu_L_c + phe_L_e	[1000.]	[0.]
r1861: leu_L_c + na1_e + val_L_e --> leu_L_e + na1_c + val_L_c	[1000.]	[-1000.]
r2065: citr_L_e + leu_L_c --> citr_L_c + leu_L_e	[1000.]	[0.]
r1818: leu_L_e + na1_e + val_L_c --> leu_L_c + na1_c + val_L_e	[1000.]	[0.]
r1959: leu_L_e + na1_e + orn_c --> leu_L_c + na1_c + orn_e	[1000.]	[0.]
r1611: leu_L_c + trp_L_e <=> leu_L_e + trp_L_c	[1000.]	[0.]
34DHPHELAT1tc: 34dhphe_e + leu_L_c --> 34dhphe_c + leu_L_e	[1000.]	[-1000.]
r1811: leu_L_e + met_L_c + na1_e --> leu_L_c + met_L_e + na1_c	[1000.]	[0.]
r1831: leu_L_c + na1_e + pro_L_e --> leu_L_e + na1_c + pro_L_c	[1000.]	[0.]
r1642: leu_L_e + pro_L_c <=> leu_L_c + pro_L_e	[1000.]	[0.]
r1725: leu_L_c + na1_e + ser_L_e --> leu_L_e + na1_c + ser_L_c	[1000.]	[-1000.]
LEUt5m: leu_L_c <=> leu_L_m	[1000.]	[0.]
r1628: leu_L_c + tyr_L_e <=> leu_L_e + tyr_L_c	[1000.]	[-1000.]
r1816: leu_L_e + na1_e + pro_L_c --> leu_L_c + na1_c + pro_L_e	[1000.]	[-1000.]
r1819: leu_L_e + na1_e + thr_L_c --> leu_L_c + na1_c + thr_L_e	[1000.]	[0.]
CYSTLEUrBATtc: Lcystin_e + leu_L_c --> Lcystin_c + leu_L_e	[1000.]	[0.]
r1812: leu_L_e + na1_e + trp_L_c --> leu_L_c + na1_c + trp_L_e	[1000.]	[0.]
r1876: leu_L_c + na1_e + thr_L_e --> leu_L_e + na1_c + thr_L_c	[1000.]	[0.]
r1740: leu_L_c + met_L_e + na1_e --> leu_L_e + met_L_c + na1_c	[1000.]	[0.]
r1891: hom_L_e + leu_L_c + na1_e --> hom_L_c + leu_L_e + na1_c	[1000.]	[0.]
ORNLEUrBATtc: leu_L_c + orn_e --> leu_L_e + orn_c	[1000.]	[0.]
r1820: hom_L_c + leu_L_e + na1_e --> hom_L_e + leu_L_c + na1_c	[1000.]	[0.]
r1814: leu_L_e + na1_e + tyr_L_c --> leu_L_c + na1_c + tyr_L_e	[1000.]	[0.]
r1961: citr_L_c + leu_L_e + na1_e --> citr_L_e + leu_L_c + na1_c	[1000.]	[0.]
r1770: leu_L_c + na1_e + phe_L_e --> leu_L_e + na1_c + phe_L_c	[1000.]	[0.]
r2001: leu_L_c + lys_L_e --> leu_L_e + lys_L_c	[1000.]	[0.]
r1813: leu_L_e + na1_e + phe_L_c --> leu_L_c + na1_c + phe_L_e	[1000.]	[0.]
r2006: hom_L_c + lys_L_e --> hom_L_e + lys_L_c	[1000.]	[0.]
r2398: citr_L_c + h_c + lys_L_m --> citr_L_m + h_m + lys_L_c	[1000.]	[0.]
r1666: citr_L_c + lys_L_e <=> citr_L_e + lys_L_c	[1000.]	[0.]
LYSt4: lys_L_e + na1_e --> lys_L_c + na1_c	[1000.]	[-1000.]
r1997: lys_L_e + trp_L_c --> lys_L_c + trp_L_e	[1000.]	[0.]
LYStip: lys_L_c --> lys_L_x	[1000.]	[0.]
r1998: lys_L_e + phe_L_c --> lys_L_c + phe_L_e	[1000.]	[7.91246e-12]
r1982: hom_L_e + lys_L_c + na1_e --> hom_L_c + lys_L_e + na1_c	[1000.]	[0.]
r2396: h_c + lys_L_m + orn_c --> h_m + lys_L_c + orn_m	[1000.]	[0.]
LYStiDF: lys_L_e <=> lys_L_c	[1000.]	[0.]
r1972: lys_L_c + na1_e + val_L_e --> lys_L_e + na1_c + val_L_c	[1000.]	[-1000.]
LYStm: h_m + lys_L_c <=> h_c + lys_L_m	[1000.]	[0.]
r1995: lys_L_e + ser_L_c --> lys_L_c + ser_L_e	[1000.]	[-1000.]
r1999: lys_L_e + tyr_L_c --> lys_L_c + tyr_L_e	[1000.]	[0.]
r1937: lys_L_c + na1_e + trp_L_e --> lys_L_e + na1_c + trp_L_c	[1000.]	[0.]
