NCBI GeneID	Symbol	Description
100762429	LOC100762429	histone H2A type 1-F-like
100762434	LOC100762434	serine/Arginine-related protein 53-like
100762436	LOC100762436	eukaryotic translation initiation factor 4E-like
100762438	LOC100762438	prolactin-7A1-like
100762449	LOC100762449	C-C chemokine receptor type 2
100762453	LOC100762453	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like
100762456	LOC100762456	vomeronasal type-2 receptor 116
100762462	LOC100762462	60S acidic ribosomal protein P1-like
100762466	LOC100762466	trimeric intracellular cation channel type B-like
100762474	LOC100762474	ADP-ribosylation factor 1-like
100762476	LOC100762476	keratin-associated protein 13-1
100762477	LOC100762477	interferon-induced very large GTPase 1
100762478	LOC100762478	H-2 class I histocompatibility antigen, Q10 alpha chain
100762485	LOC100762485	elongation factor 1-alpha 1-like
100762487	LOC100762487	mitochondrial import inner membrane translocase subunit Tim23-like
100762489	LOC100762489	60S ribosomal protein L17-like
100762490	LOC100762490	calmodulin-binding transcription activator 1
100762498	LOC100762498	olfactory receptor 1468
100762503	LOC100762503	protein atonal homolog 8-like
100762504	LOC100762504	spliceosome RNA helicase DDX39B
100762507	LOC100762507	melanoma-associated antigen B3-like
100762522	LOC100762522	small integral membrane protein 14-like
100762524	LOC100762524	ubiquitin-like
100762526	LOC100762526	anionic trypsin-2
100762529	LOC100762529	putative vomeronasal receptor-like protein 4
100762534	LOC100762534	olfactory receptor 4C15
100762535	LOC100762535	glyceraldehyde-3-phosphate dehydrogenase-like
100762538	LOC100762538	olfactory receptor 5M9
100762543	LOC100762543	small EDRK-rich factor 2-like
100762554	LOC100762554	histone H2B
100762559	LOC100762559	olfactory receptor 2M3
100762560	LOC100762560	probable RNA-binding protein EIF1AD
100762561	LOC100762561	Ig heavy chain V region 23-like
100762562	LOC100762562	olfactory receptor 4K3
100762563	LOC100762563	olfactory receptor 5AN1-like
100762564	LOC100762564	olfactory receptor 52J3
100762568	LOC100762568	C-type lectin domain family 2 member D11-like
100762570	LOC100762570	olfactory receptor 18-like
100762573	LOC100762573	olfactory receptor 8B3-like
100762574	LOC100762574	guanylate-binding protein 1
100762579	LOC100762579	60S ribosomal protein L9-like
100762585	LOC100762585	serine/arginine-rich splicing factor 3-like
100762590	LOC100762590	glyceraldehyde-3-phosphate dehydrogenase-like
100762606	LOC100762606	tubulin alpha-1B chain-like
100762609	LOC100762609	pre-mRNA-splicing factor SPF27-like
100762612	LOC100762612	IQ motif and Sec7 domain ArfGEF 2
100762614	LOC100762614	high mobility group protein B1-like
100762622	LOC100762622	Microtubule-associated protein 1A
100762623	LOC100762623	mas-related G-protein coupled receptor member H
100762631	LOC100762631	60S acidic ribosomal protein P0
100762632	LOC100762632	40S ribosomal protein S15-like
100762637	LOC100762637	olfactory receptor 5D18
100762654	LOC100762654	ribosome biogenesis regulatory protein homolog
100762655	LOC100762655	interferon alpha-9
100762656	LOC100762656	solute carrier family 23 member 1-like
100762660	LOC100762660	olfactory receptor 49
100762665	LOC100762665	centrosomal protein of 192 kDa-like
100762666	LOC100762666	zinc finger protein 239-like
100762667	LOC100762667	olfactory receptor 1496
100762669	LOC100762669	interferon-inducible GTPase 1-like
100762673	LOC100762673	UDP-glucuronosyltransferase 2A3
100762674	LOC100762674	olfactory receptor 13G1
100762675	LOC100762675	guanine nucleotide-binding protein subunit alpha-14
100762679	LOC100762679	60S ribosome subunit biogenesis protein NIP7 homolog
100762681	LOC100762681	adherens junction-associated protein 1
100762685	LOC100762685	trimeric intracellular cation channel type B-like
100762688	LOC100762688	guanylate-binding protein 2-like
100762695	LOC100762695	olfactory receptor 10A7
100762696	LOC100762696	acidic leucine-rich nuclear phosphoprotein 32 family member E-like
100762699	LOC100762699	cAMP-regulated phosphoprotein 19
100762700	LOC100762700	ubiquitin recognition factor in ER-associated degradation protein 1-like
100762701	LOC100762701	cytochrome c oxidase subunit 8B, mitochondrial-like
100762705	LOC100762705	tumor necrosis factor receptor superfamily member 8
100762717	LOC100762717	phenazine biosynthesis-like domain-containing protein
100762720	LOC100762720	histone H4
100762728	LOC100762728	serine/arginine repetitive matrix protein 1-like
100762730	LOC100762730	prolactin-7D1-like
100762732	LOC100762732	heat shock protein HSP 90-alpha-like
100762734	LOC100762734	ATP synthase subunit gamma, mitochondrial-like
100762736	LOC100762736	40S ribosomal protein S2-like
100762737	LOC100762737	nucleophosmin-like
100762742	LOC100762742	cellular nucleic acid-binding protein-like
100762745	LOC100762745	putative gustatory receptor clone PTE03
100762748	LOC100762748	something about silencing protein 10-like
100762751	LOC100762751	60S ribosomal protein L31-like
100762752	LOC100762752	olfactory receptor 5B3-like
100762753	LOC100762753	phosphoglycerate kinase 1-like
100762754	LOC100762754	zinc finger protein 420
100762758	LOC100762758	heterogeneous nuclear ribonucleoprotein A3-like
100762760	LOC100762760	40S ribosomal protein S8-like
100762761	LOC100762761	keratin-associated protein 13-1
100762763	LOC100762763	H-2 class I histocompatibility antigen, Q10 alpha chain-like
100762766	LOC100762766	olfactory receptor 2AT4
100762779	LOC100762779	olfactory receptor 19
100762782	LOC100762782	acyl-protein thioesterase 1-like
100762784	LOC100762784	60 kDa heat shock protein, mitochondrial-like
100762793	LOC100762793	olfactory receptor 2A1/2A42-like
100762800	LOC100762800	translationally-controlled tumor protein
100762803	LOC100762803	actin, cytoplasmic 2-like
100762805	LOC100762805	C-terminal-binding protein 2-like
100762812	LOC100762812	WD repeat-containing protein 87
100762816	LOC100762816	putative vomeronasal receptor-like protein 4
100762821	LOC100762821	olfactory receptor 4C16
100762822	LOC100762822	putative olfactory receptor 2W6
100762825	LOC100762825	olfactory receptor 1038
100762828	LOC100762828	60S ribosomal protein L31-like
100762832	LOC100762832	histone H2A-Bbd type 1
100762836	LOC100762836	interferon alpha-inducible protein 27-like protein 2A
100762848	LOC100762848	proteasome assembly chaperone 2-like
100762849	LOC100762849	olfactory receptor 5AN1-like
100762850	LOC100762850	olfactory receptor 52E4
100762854	LOC100762854	olfactory receptor 140
100762856	LOC100762856	60S ribosomal protein L23a-like
100762857	LOC100762857	olfactory receptor 18
100762859	LOC100762859	olfactory receptor 145
100762860	LOC100762860	guanylate-binding protein 1
100762870	LOC100762870	inhibitor of growth protein 1
100762876	LOC100762876	cytochrome P450 2B1
100762881	LOC100762881	SNRPN upstream reading frame protein-like
100762882	LOC100762882	carcinoembryonic antigen-related cell adhesion molecule 3-like
100762883	LOC100762883	olfactory receptor 7G2
100762887	LOC100762887	mitochondrial import inner membrane translocase subunit Tim21-like
100762888	LOC100762888	tubulin alpha-3 chain
100762892	LOC100762892	taste receptor type 2 member 134-like
100762922	LOC100762922	GRB2-associated-binding protein 2-like
100762927	LOC100762927	sorting nexin-2-like
100762928	LOC100762928	olfactory receptor 5W2
100762931	LOC100762931	60S ribosomal protein L12-like
100762937	LOC100762937	isocitrate dehydrogenase [NADP] cytoplasmic-like
100762956	LOC100762956	claudin-34-like
100762958	LOC100762958	olfactory receptor 1496
100762960	LOC100762960	interferon-inducible GTPase 1
100762963	LOC100762963	UDP-glucuronosyltransferase 2A1
100762964	LOC100762964	olfactory receptor 13A1
100762969	LOC100762969	olfactory receptor 51G1
100762971	LOC100762971	actin, cytoplasmic 1-like
100762973	LOC100762973	60S ribosomal protein L22-like 1
100762974	LOC100762974	olfactory receptor 7E24-like
100762978	LOC100762978	guanylate-binding protein 4-like
100762985	LOC100762985	olfactory receptor 5AR1
100762988	LOC100762988	nuclear factor of activated T-cells, cytoplasmic 2
100763014	LOC100763014	histone H2A type 3
100763017	LOC100763017	doublesex- and mab-3-related transcription factor A1
100763019	LOC100763019	R3H domain-containing protein 2-like
100763021	LOC100763021	60S ribosomal protein L36a-like
100763025	LOC100763025	nuclear migration protein nudC-like
100763035	LOC100763035	uncharacterized LOC100763035
100763037	LOC100763037	putative gustatory receptor clone PTE03
100763040	LOC100763040	enhancer of rudimentary homolog
100763045	LOC100763045	olfactory receptor 5B3-like
100763046	LOC100763046	transgelin-2-like
100763055	LOC100763055	keratin-associated protein 13-1
100763057	LOC100763057	IQ domain-containing protein K
100763059	LOC100763059	tudor and KH domain-containing protein-like
100763061	LOC100763061	olfactory receptor 2AT4
100763071	LOC100763071	ubiquitin-40S ribosomal protein S27a-like
100763076	LOC100763076	leucine-rich repeat-containing protein 3C
100763078	LOC100763078	histone H2A-Bbd type 2/3
100763084	LOC100763084	GTPase ERas
100763086	LOC100763086	60S ribosomal protein L26-like 1
100763087	LOC100763087	60S ribosomal protein L36-like
100763090	LOC100763090	U6 snRNA-associated Sm-like protein LSm5
100763092	LOC100763092	60S ribosomal protein L13a-like
100763095	LOC100763095	serine/arginine-rich splicing factor 10-like
100763099	LOC100763099	rac GTPase-activating protein 1-like
100763101	LOC100763101	kinesin-like protein KIF18A
100763104	LOC100763104	tudor and KH domain-containing protein-like
100763116	LOC100763116	olfactory receptor 4C45
100763119	LOC100763119	olfactory receptor 5AL1
100763125	LOC100763125	small nuclear ribonucleoprotein E-like
100763130	LOC100763130	interferon alpha-inducible protein 27, mitochondrial
100763140	LOC100763140	pyrethroid hydrolase Ces2e
100763142	LOC100763142	olfactory receptor 5AN1
100763143	LOC100763143	olfactory receptor 52A1
100763145	LOC100763145	olfactory receptor 4C3
100763148	LOC100763148	olfactory receptor 7E24-like
100763150	LOC100763150	olfactory receptor 145-like
100763152	LOC100763152	60S ribosomal protein L7a-like
100763161	LOC100763161	forkhead box protein P4-like
100763164	LOC100763164	asialoglycoprotein receptor 1
100763165	LOC100763165	MRG/MORF4L-binding protein-like
100763166	LOC100763166	cytochrome P450 2B1-like
100763171	LOC100763171	small nuclear ribonucleoprotein-associated protein N-like
100763172	LOC100763172	pregnancy-specific glycoprotein 22-like
100763173	LOC100763173	phenylalanine--tRNA ligase alpha subunit-like
100763177	LOC100763177	olfactory receptor 51G2
100763179	LOC100763179	chromatin target of PRMT1 protein-like
100763182	LOC100763182	40S ribosomal protein S8-like
100763196	LOC100763196	cell division cycle protein 27 homolog
100763198	LOC100763198	mas-related G-protein coupled receptor member B2
100763208	LOC100763208	protein THEMIS3
100763210	LOC100763210	zinc finger protein 420-like
100763216	LOC100763216	olfactory receptor 5W2-like
100763224	LOC100763224	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
100763228	LOC100763228	solute carrier family 40 member 1-like
100763236	LOC100763236	60S ribosomal export protein NMD3-like
100763241	LOC100763241	protein MEMO1-like
100763247	LOC100763247	olfactory receptor 1496
100763252	LOC100763252	sulfotransferase 1 family member D1
100763253	LOC100763253	olfactory receptor 13G1
100763256	LOC100763256	non-structural maintenance of chromosomes element 3 homolog
100763258	LOC100763258	olfactory receptor 52R1
100763259	LOC100763259	olfactory receptor 52H1
100763260	LOC100763260	olfactory receptor 10-like
100763262	LOC100763262	E3 ubiquitin-protein ligase RNF216-like
100763263	LOC100763263	olfactory receptor 7E24
100763264	LOC100763264	acidic leucine-rich nuclear phosphoprotein 32 family member E-like
100763266	LOC100763266	high mobility group protein B1-like
100763267	LOC100763267	guanylate-binding protein 1-like
100763271	LOC100763271	40S ribosomal protein S2-like
100763276	LOC100763276	olfactory receptor 8S1
100763286	LOC100763286	nucleoporin SEH1-like
100763287	LOC100763287	40S ribosomal protein S20-like
100763290	LOC100763290	signal peptidase complex subunit 3
100763303	LOC100763303	transmembrane epididymal protein 1A
100763306	LOC100763306	speckle-type POZ protein-like
100763308	LOC100763308	prolactin-7C1-like
100763310	LOC100763310	splicing factor U2AF 65 kDa subunit
100763311	LOC100763311	olfactory receptor 11
100763318	LOC100763318	40S ribosomal protein S12-like
100763328	LOC100763328	olfactory receptor 7G2
100763331	LOC100763331	hepatitis A virus cellular receptor 1 homolog
100763333	LOC100763333	elongin-C-like
100763338	LOC100763338	olfactory receptor 5B2-like
100763341	LOC100763341	ceramide synthase 2-like
100763342	LOC100763342	dnaJ homolog subfamily A member 1-like
100763349	LOC100763349	keratin-associated protein 13-1
100763350	LOC100763350	maestro heat-like repeat family member 5
100763352	LOC100763352	tudor and KH domain-containing protein-like
100763354	LOC100763354	olfactory receptor 2AT4
100763356	LOC100763356	rRNA 2'-O-methyltransferase fibrillarin-like
100763360	LOC100763360	olfactory receptor 2AJ1-like
100763364	LOC100763364	leukocyte immunoglobulin-like receptor subfamily B member 3
100763370	LOC100763370	HMG domain-containing protein 4-like
100763371	LOC100763371	nucleophosmin-like
100763380	LOC100763380	immunoglobulin kappa variable 1D-12-like
100763384	LOC100763384	U1 small nuclear ribonucleoprotein C-like
100763388	LOC100763388	serine/arginine-rich splicing factor 10-like
100763389	LOC100763389	serine protease 29
100763393	LOC100763393	polyadenylate-binding protein 1-like
100763396	LOC100763396	heterogeneous nuclear ribonucleoproteins C1/C2-like
100763399	LOC100763399	olfactory receptor 9A2
100763408	LOC100763408	olfactory receptor 4C45-like
100763411	LOC100763411	olfactory receptor 5AL1-like
100763420	LOC100763420	tropomyosin alpha-4 chain-like
100763422	LOC100763422	interferon alpha-inducible protein 27-like protein 2A
100763430	LOC100763430	UDP-glucuronosyltransferase 2B31
100763432	LOC100763432	phospholipase A2
100763434	LOC100763434	olfactory receptor 5A1
100763435	LOC100763435	olfactory receptor 52K1-like
100763442	LOC100763442	olfactory receptor 8B3-like
100763446	LOC100763446	exocyst complex component 8-like
100763447	LOC100763447	zinc finger protein 260
100763448	LOC100763448	60S ribosomal protein L30-like
100763452	LOC100763452	protein NDRG3-like
100763454	LOC100763454	C-type lectin domain family 10 member A-like
100763460	LOC100763460	carcinoembryonic antigen-related cell adhesion molecule 3-like
100763461	LOC100763461	induced myeloid leukemia cell differentiation protein Mcl-1 homolog
100763466	LOC100763466	interleukin-36 receptor antagonist protein-like
100763468	LOC100763468	olfactory receptor 226-like
100763476	LOC100763476	dnaJ homolog subfamily B member 6-like
100763483	LOC100763483	60S ribosomal protein L17-like
100763485	LOC100763485	mas-related G-protein coupled receptor member B2
100763486	LOC100763486	ubiquitin-conjugating enzyme E2 D2B
100763488	LOC100763488	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase
100763492	LOC100763492	mitochondrial import inner membrane translocase subunit Tim23-like
100763496	LOC100763496	60S ribosomal protein L4-like
